formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
ThAuO3,Th,Au,cubic,-1.421,1.215,0,14.398,0.0,4.16,4.16,4.16,90,90,90,-1.25
ThBO3,Th,B,cubic,-2.27,1.18,0,9.917,0.0,3.674,3.674,3.674,90,90,90,4.341
ThBaO3,Th,Ba,orthorhombic,-3.345,0.275,0,19.059,2.7089999999999996,6.799,6.829,8.21,90,90,90,-2.4730000000000003
ThBeO3,Th,Be,orthorhombic,-3.359,0.369,0,9.908,3.063,5.182,5.221,7.325,90,90,90,5.796
ThBiO3,Th,Bi,cubic,-1.528,1.506,0.004,17.113,0.0,4.407,4.407,4.407,90,90,90,-0.39899999999999997
ThCdO3,Th,Cd,cubic,-1.89,1.147,0,14.427,0.0,4.163,4.163,4.163,90,90,90,0.436
ThCeO3,Th,Ce,cubic,-2.346,1.37,0.005,18.717,0.0,4.54,4.54,4.54,90,90,90,0.544
ThCoO3,Th,Co,orthorhombic,-2.947,0.09300000000000001,0.6,12.397,1.864,5.409,5.933,7.727,90,90,90,3.147
ThCrO3,Th,Cr,orthorhombic,-3.282,0.08800000000000001,0.8,13.172,2.02,5.486,6.329,7.588,90,90,90,4.11
ThCuO3,Th,Cu,orthorhombic,-2.745,0.12,0,12.504000000000001,0.0,5.328,6.293,7.458,90,90,90,2.296
ThDyO3,Th,Dy,cubic,-2.9339999999999997,0.897,0,15.705,0.0,4.282,4.282,4.282,90,90,90,3.2569999999999997
ThErO3,Th,Er,cubic,-3.03,0.825,0,15.290999999999999,0.0,4.244,4.244,4.244,90,90,90,3.61
ThEuO3,Th,Eu,cubic,-2.424,1.4769999999999999,0.011,16.145,0.0,4.322,4.322,4.322,90,90,90,-2.885
ThFeO3,Th,Fe,cubic,-2.539,0.611,0.85,11.828,0.0,3.896,3.896,3.896,90,90,90,3.4819999999999998
ThGaO3,Th,Ga,cubic,-2.577,0.665,0,11.942,0.0,3.909,3.909,3.909,90,90,90,3.842
ThGdO3,Th,Gd,cubic,-2.825,0.981,0.001,16.307000000000002,0.0,4.336,4.336,4.336,90,90,90,2.8569999999999998
ThGeO3,Th,Ge,cubic,-2.114,1.026,0,12.904000000000002,0.0,4.011,4.011,4.011,90,90,90,1.598
ThHfO3,Th,Hf,cubic,-3.036,0.6579999999999999,0.002,13.852,0.0,4.107,4.107,4.107,90,90,90,3.617
ThHgO3,Th,Hg,cubic,-1.331,1.393,0,15.33,0.0,4.248,4.248,4.248,90,90,90,-1.766
ThHoO3,Th,Ho,cubic,-2.983,0.86,0,15.464,0.0,4.26,4.26,4.26,90,90,90,3.446
ThIrO3,Th,Ir,cubic,-1.754,1.107,0,12.993,0.0,4.02,4.02,4.02,90,90,90,-0.5920000000000001
ThKO3,Th,K,orthorhombic,-2.71,0.33799999999999997,0.185,19.47,0.0,5.924,5.94,11.066,90,90,90,-3.5389999999999997
ThLaO3,Th,La,cubic,-2.4659999999999997,1.314,0.001,18.489,0.0,4.522,4.522,4.522,90,90,90,0.496
ThLiO3,Th,Li,orthorhombic,-2.96,0.23,0.2,11.706,0.0,5.129,6.068,7.523,90,90,90,-0.614
ThLuO3,Th,Lu,cubic,-3.16,0.728,-0.003,14.620999999999999,0.0,4.181,4.181,4.181,90,90,90,4.104
ThMgO3,Th,Mg,orthorhombic,-3.5989999999999998,0.122,0,12.347000000000001,5.3389999999999995,5.46,5.794,7.806,90,90,90,5.269
ThMnO3,Th,Mn,cubic,-2.74,0.617,0.91,12.324000000000002,0.0,3.95,3.95,3.95,90,90,90,3.7460000000000004
ThMoO3,Th,Mo,cubic,-2.309,0.88,0.01,12.815999999999999,0.0,4.002,4.002,4.002,90,90,90,1.416
ThNaO3,Th,Na,cubic,-2.092,0.983,0.2,12.145999999999999,0.0,3.931,3.931,3.931,90,90,90,-2.198
ThNbO3,Th,Nb,cubic,-2.593,0.8109999999999999,0,13.44,0.0,4.066,4.066,4.066,90,90,90,2.293
ThNdO3,Th,Nd,cubic,-2.53,1.219,0.001,17.778,0.0,4.463,4.463,4.463,90,90,90,1.6980000000000002
ThNiO3,Th,Ni,orthorhombic,-2.9419999999999997,0.096,0.4,12.128,3.389,5.38,5.846,7.711,90,90,90,4.005
ThNpO3,Th,Np,cubic,-2.6630000000000003,1.0390000000000001,0.879,17.416,0.0,4.432,4.432,4.432,90,90,90,1.3259999999999998
ThOsO3,Th,Os,cubic,-1.7930000000000001,1.097,0,12.684000000000001,0.0,3.988,3.988,3.988,90,90,90,-0.387
ThPaO3,Th,Pa,cubic,-2.285,1.186,0.524,18.025,0.0,4.483,4.483,4.483,90,90,90,0.11199999999999999
ThPbO3,Th,Pb,cubic,-1.484,1.5859999999999999,0.002,16.36,0.0,4.341,4.341,4.341,90,90,90,-0.361
ThPdO3,Th,Pd,cubic,-1.925,0.877,0,13.1,0.0,4.031,4.031,4.031,90,90,90,0.306
ThPmO3,Th,Pm,cubic,-2.6189999999999998,1.139,0,17.262,0.0,4.419,4.419,4.419,90,90,90,2.035
ThPrO3,Th,Pr,cubic,-2.444,1.291,0.003,18.143,0.0,4.493,4.493,4.493,90,90,90,1.508
ThPtO3,Th,Pt,cubic,-1.6769999999999998,1.102,0,13.575999999999999,0.0,4.079,4.079,4.079,90,90,90,-0.628
ThPuO3,Th,Pu,cubic,-2.262,1.504,1.168,21.916999999999998,0.0,4.785,4.785,4.785,90,90,90,-2.088
ThReO3,Th,Re,cubic,-1.953,1.102,0.019,12.73,0.0,3.993,3.993,3.993,90,90,90,0.644
ThRhO3,Th,Rh,cubic,-2.052,0.8009999999999999,0,12.684000000000001,0.0,3.988,3.988,3.988,90,90,90,0.40299999999999997
ThRuO3,Th,Ru,cubic,-2.076,0.846,0,12.477,0.0,3.966,3.966,3.966,90,90,90,0.27899999999999997
ThSbO3,Th,Sb,cubic,-1.71,1.359,0.002,15.58,0.0,4.271,4.271,4.271,90,90,90,-0.8029999999999999
ThScO3,Th,Sc,orthorhombic,-3.5860000000000003,0.225,0.158,13.512,0.0,5.655,6.09,7.847,90,90,90,4.593
ThSiO3,Th,Si,cubic,-2.362,1.119,0,11.695,0.0,3.881,3.881,3.881,90,90,90,1.3780000000000001
ThSmO3,Th,Sm,cubic,-2.675,1.101,0,17.026,0.0,4.399,4.399,4.399,90,90,90,2.33
ThSnO3,Th,Sn,cubic,-1.912,1.245,0.002,14.743,0.0,4.193,4.193,4.193,90,90,90,-0.45299999999999996
ThSrO3,Th,Sr,cubic,-2.039,1.681,0,17.122,0.0,4.407,4.407,4.407,90,90,90,-4.355
ThTaO3,Th,Ta,cubic,-2.63,0.795,0,13.249,0.0,4.046,4.046,4.046,90,90,90,2.376
ThTbO3,Th,Tb,cubic,-2.7510000000000003,0.9359999999999999,0,15.979000000000001,0.0,4.307,4.307,4.307,90,90,90,3.063
ThTcO3,Th,Tc,cubic,-2.169,0.884,0.146,12.585,0.0,3.977,3.977,3.977,90,90,90,1.117
ThTeO3,Th,Te,cubic,-1.365,1.578,0.005,15.774000000000001,0.0,4.288,4.288,4.288,90,90,90,-0.902
Th2O3,Th,Th,cubic,-2.678,1.135,0.342,19.11,0.0,4.572,4.572,4.572,90,90,90,-0.878
ThTiO3,Th,Ti,orthorhombic,-3.355,0.284,0.001,12.620999999999999,0.0,5.502,5.982,7.669,90,90,90,4.39
ThTlO3,Th,Tl,cubic,-1.505,1.382,0,15.651,0.0,4.277,4.277,4.277,90,90,90,-0.149
ThTmO3,Th,Tm,cubic,-3.0860000000000003,0.7859999999999999,0,15.013,0.0,4.218,4.218,4.218,90,90,90,3.804
ThUO3,Th,U,cubic,-2.146,1.5419999999999998,0.769,22.756999999999998,0.0,4.846,4.846,4.846,90,90,90,-2.369
ThVO3,Th,V,orthorhombic,-3.392,0.055,0.6,12.960999999999999,2.332,5.476,6.015,7.869,90,90,90,3.91
ThWO3,Th,W,cubic,-2.188,1.0070000000000001,0.001,12.87,0.0,4.007,4.007,4.007,90,90,90,1.0590000000000002
ThYO3,Th,Y,cubic,-2.91,0.9009999999999999,0,15.725,0.0,4.284,4.284,4.284,90,90,90,3.2710000000000004
ThYbO3,Th,Yb,cubic,-2.84,1.1059999999999999,0,14.427,0.379,4.163,4.163,4.163,90,90,90,0.49200000000000005
ThZnO3,Th,Zn,cubic,-2.594,0.608,0,12.005,0.0,3.915,3.915,3.915,90,90,90,3.275
ThZrO3,Th,Zr,cubic,-2.908,0.743,0,14.343,0.0,4.155,4.155,4.155,90,90,90,3.23
TiAcO3,Ti,Ac,rhombohedral,-3.156,0.287,0.2,16.959,0.598,6.304,6.304,6.304,58.1,58.1,58.1,-7.752999999999999
TiAgO3,Ti,Ag,orthorhombic,-1.8880000000000001,0.16399999999999998,-0.001,12.472999999999999,0.0,5.172,5.483,8.798,90,90,90,-6.8389999999999995
TiAlO3,Ti,Al,cubic,-2.499,0.6940000000000001,0.2,9.244,0.0,3.589,3.589,3.589,90,90,90,2.463
TiAsO3,Ti,As,cubic,-1.12,1.308,0.385,11.39,0.0,3.847,3.847,3.847,90,90,90,0.483
TiAuO3,Ti,Au,cubic,-0.278,1.761,0.288,13.043,0.0,4.025,4.025,4.025,90,90,90,-1.99
TiBO3,Ti,B,cubic,-1.7790000000000001,1.094,0.189,7.239,0.0,3.308,3.308,3.308,90,90,90,3.148
TiBaO3,Ti,Ba,orthorhombic,-3.1519999999999997,0.135,0,17.499000000000002,2.986,5.85,5.95,10.054,90,90,90,-13.843
TiBeO3,Ti,Be,cubic,-2.121,1.011,0,7.526,0.0,3.351,3.351,3.351,90,90,90,-0.8190000000000001
TiBiO3,Ti,Bi,orthorhombic,-2.182,0.271,0.053,14.915999999999999,0.0,5.186,6.166,9.329,90,90,90,-0.215
TiCdO3,Ti,Cd,orthorhombic,-2.313,0.168,0,12.529000000000002,2.417,5.395,5.506,8.436,90,90,90,-7.257999999999999
TiCeO3,Ti,Ce,rhombohedral,-3.075,0.28800000000000003,0.2,15.697000000000001,0.625,6.121,6.121,6.121,58.6,58.6,58.6,-7.58
TiCoO3,Ti,Co,cubic,-1.3430000000000002,1.145,-0.141,9.305,0.0,3.597,3.597,3.597,90,90,90,0.23199999999999998
TiCrO3,Ti,Cr,orthorhombic,-2.647,0.158,0.8,9.609,0.0,4.894,5.313,7.392,90,90,90,0.8340000000000001
TiCsO3,Ti,Cs,cubic,0.423,2.8539999999999996,0.388,17.714000000000002,0.0,4.458,4.458,4.458,90,90,90,-16.579
TiCuO3,Ti,Cu,cubic,-1.045,1.2229999999999999,-0.149,9.617,0.0,3.636,3.636,3.636,90,90,90,-1.227
TiDyO3,Ti,Dy,cubic,-1.8459999999999999,1.64,0.207,15.29,0.0,4.244,4.244,4.244,90,90,90,-5.191
TiErO3,Ti,Er,cubic,-1.936,1.574,0.197,14.873,0.0,4.205,4.205,4.205,90,90,90,-4.593999999999999
TiEuO3,Ti,Eu,orthorhombic,-3.326,0.233,0,14.068,2.6310000000000002,5.525,5.633,9.039,90,90,90,-10.005
TiFeO3,Ti,Fe,cubic,-1.429,1.171,1.199,10.453,0.0,3.739,3.739,3.739,90,90,90,-0.46299999999999997
TiGaO3,Ti,Ga,cubic,-1.653,0.993,0.2,10.422,0.0,3.735,3.735,3.735,90,90,90,0.27899999999999997
TiGdO3,Ti,Gd,orthorhombic,-3.2030000000000003,0.28300000000000003,0.2,12.911,0.0,5.646,5.666,8.073,90,90,90,-5.794
TiGeO3,Ti,Ge,cubic,-1.551,0.961,0.382,10.293,0.0,3.72,3.72,3.72,90,90,90,2.162
TiHfO3,Ti,Hf,cubic,-2.5610000000000004,0.8390000000000001,0.4,13.202,0.0,4.041,4.041,4.041,90,90,90,1.5190000000000001
TiHgO3,Ti,Hg,orthorhombic,-1.975,0.152,0,13.864,2.063,5.301,5.832,8.969,90,90,90,-8.241
TiHoO3,Ti,Ho,cubic,-1.892,1.6059999999999999,0.2,15.103,0.0,4.227,4.227,4.227,90,90,90,-4.886
TiInO3,Ti,In,cubic,-1.06,1.5,0.203,13.414000000000001,0.0,4.063,4.063,4.063,90,90,90,-3.907
TiIrO3,Ti,Ir,cubic,0.075,2.34,0.029,18.273,0.0,4.504,4.504,4.504,90,90,90,-9.867
TiKO3,Ti,K,orthorhombic,-2.365,0.23199999999999998,0,15.82,0.0,5.853,6.422,8.417,90,90,90,-17.250999999999998
TiLaO3,Ti,La,orthorhombic,-3.19,0.285,0.2,14.350999999999999,0.0,5.698,5.896,8.543,90,90,90,-7.528
TiLiO3,Ti,Li,orthorhombic,-2.407,0.26899999999999996,0.139,9.459,0.0,4.842,4.858,8.041,90,90,90,-4.334
TiLuO3,Ti,Lu,cubic,-2.07,1.472,0.2,14.136,0.0,4.135,4.135,4.135,90,90,90,-3.7089999999999996
TiMgO3,Ti,Mg,cubic,-1.685,1.5030000000000001,-0.002,10.017000000000001,0.0,3.686,3.686,3.686,90,90,90,-3.843
TiMnO3,Ti,Mn,cubic,-1.615,1.222,0.725,10.401,0.0,3.733,3.733,3.733,90,90,90,-0.705
TiNaO3,Ti,Na,orthorhombic,-2.3609999999999998,0.24100000000000002,0,12.582,0.0,5.592,5.673,7.931,90,90,90,-10.414000000000001
TiNbO3,Ti,Nb,cubic,-2.023,0.833,0.447,12.655999999999999,0.0,3.985,3.985,3.985,90,90,90,3.134
TiNdO3,Ti,Nd,orthorhombic,-3.1189999999999998,0.3,0.2,13.718,0.0,5.719,5.801,8.269,90,90,90,-6.992000000000001
TiNiO3,Ti,Ni,cubic,-1.212,1.256,0.4,9.392000000000001,0.0,3.608,3.608,3.608,90,90,90,-1.581
TiOsO3,Ti,Os,cubic,-0.9390000000000001,1.355,0.23,11.644,0.0,3.876,3.876,3.876,90,90,90,-0.20600000000000002
TiPaO3,Ti,Pa,cubic,-1.9580000000000002,0.9990000000000001,0.593,16.663,0.0,4.368,4.368,4.368,90,90,90,3.847
TiPbO3,Ti,Pb,orthorhombic,-2.367,0.15,0,15.450999999999999,1.808,5.589,5.774,9.576,90,90,90,0.001
TiPdO3,Ti,Pd,cubic,-0.68,1.526,0.223,11.839,0.0,3.897,3.897,3.897,90,90,90,-1.399
TiPmO3,Ti,Pm,orthorhombic,-3.145,0.26899999999999996,0.2,13.474,0.0,5.696,5.764,8.208,90,90,90,-6.774
TiPrO3,Ti,Pr,orthorhombic,-3.0980000000000003,0.284,0.2,13.954,0.0,5.738,5.841,8.326,90,90,90,-7.2860000000000005
TiPtO3,Ti,Pt,cubic,-0.525,1.6569999999999998,0.018,12.245,0.0,3.941,3.941,3.941,90,90,90,-1.92
TiRbO3,Ti,Rb,orthorhombic,-2.354,0.21600000000000003,0,17.169,0.0,5.979,6.68,8.598,90,90,90,-17.758
TiReO3,Ti,Re,cubic,-1.272,1.186,0.429,11.73,0.0,3.885,3.885,3.885,90,90,90,0.5670000000000001
TiRhO3,Ti,Rh,cubic,-0.857,1.4,0.005,11.42,0.0,3.851,3.851,3.851,90,90,90,-1.546
TiRuO3,Ti,Ru,cubic,-0.998,1.327,-0.007,11.315,0.0,3.839,3.839,3.839,90,90,90,-0.586
TiSbO3,Ti,Sb,cubic,-1.128,1.344,0.457,13.475999999999999,0.0,4.069,4.069,4.069,90,90,90,1.031
TiScO3,Ti,Sc,cubic,-2.238,1.227,0.2,12.309000000000001,0.0,3.948,3.948,3.948,90,90,90,-1.921
TiSiO3,Ti,Si,cubic,-2.231,0.733,0.399,8.748,0.0,3.523,3.523,3.523,90,90,90,4.402
TiSmO3,Ti,Sm,orthorhombic,-3.157,0.263,0.2,13.325,0.0,5.685,5.731,8.18,90,90,90,-6.44
TiSnO3,Ti,Sn,orthorhombic,-2.316,0.25,0,14.526,1.051,5.463,5.791,9.182,90,90,90,1.902
TiSrO3,Ti,Sr,orthorhombic,-3.182,0.171,0.001,15.27,2.843,5.607,5.726,9.512,90,90,90,-11.834000000000001
TiTaO3,Ti,Ta,cubic,-2.185,0.69,0.472,12.44,0.0,3.962,3.962,3.962,90,90,90,3.64
TiTbO3,Ti,Tb,orthorhombic,-3.0869999999999997,0.255,0.2,12.735,0.0,5.624,5.633,8.04,90,90,90,-5.4879999999999995
TiTcO3,Ti,Tc,cubic,-1.327,1.129,0.435,11.556,0.0,3.866,3.866,3.866,90,90,90,0.895
TiTeO3,Ti,Te,cubic,-0.8370000000000001,1.4980000000000002,0.434,14.383,0.0,4.159,4.159,4.159,90,90,90,0.8420000000000001
TiThO3,Ti,Th,cubic,-2.171,1.469,0.4,18.617,0.0,4.532,4.532,4.532,90,90,90,2.591
Ti2O3,Ti,Ti,cubic,-2.417,0.705,0.384,11.154000000000002,0.0,3.821,3.821,3.821,90,90,90,2.661
TiTlO3,Ti,Tl,orthorhombic,-2.053,0.268,0,14.423,0.0,5.539,5.784,9.003,90,90,90,-7.138999999999999
TiTmO3,Ti,Tm,cubic,-1.9909999999999999,1.536,0.207,14.557,0.0,4.175,4.175,4.175,90,90,90,-4.261
TiUO3,Ti,U,orthorhombic,-3.0010000000000003,0.38799999999999996,0.8,13.578,0.0,5.691,5.953,8.016,90,90,90,3.7689999999999997
TiVO3,Ti,V,cubic,-2.002,0.9109999999999999,0.604,10.609000000000002,0.0,3.757,3.757,3.757,90,90,90,2.541
TiWO3,Ti,W,cubic,-1.66,0.9390000000000001,0.465,11.953,0.0,3.91,3.91,3.91,90,90,90,2.079
TiYO3,Ti,Y,cubic,-1.818,1.66,0.212,15.405,0.0,4.255,4.255,4.255,90,90,90,-5.1579999999999995
TiYbO3,Ti,Yb,orthorhombic,-3.319,0.21,0,12.773,2.612,5.393,5.51,8.596,90,90,90,-8.193999999999999
TiZnO3,Ti,Zn,cubic,-1.111,1.504,0.169,10.437000000000001,0.0,3.737,3.737,3.737,90,90,90,-3.8169999999999997
TiZrO3,Ti,Zr,cubic,-2.362,0.915,0.4,13.792,0.0,4.101,4.101,4.101,90,90,90,0.297
TlAcO3,Tl,Ac,cubic,-1.676,0.595,-0.002,19.189,0.0,4.578,4.578,4.578,90,90,90,-1.6219999999999999
TlAgO3,Tl,Ag,orthorhombic,-0.48200000000000004,0.099,-,12.765999999999998,0.0,5.542,5.728,8.043,90,90,90,-2.008
TlAlO3,Tl,Al,orthorhombic,-2.028,0.073,-,10.447000000000001,1.01,5.208,5.326,7.533,90,90,90,-0.122
TlAsO3,Tl,As,tetragonal,-1.073,0.24,-,13.142000000000001,0.0,3.706,3.706,4.784,90,90,90,1.078
TlAuO3,Tl,Au,orthorhombic,-0.44799999999999995,0.162,-,13.084000000000001,0.0,5.595,5.809,8.051,90,90,90,0.055999999999999994
TlBO3,Tl,B,cubic,-0.679,1.101,-,8.616,0.0,3.506,3.506,3.506,90,90,90,-0.51
TlBaO3,Tl,Ba,orthorhombic,-1.4569999999999999,0.22699999999999998,-,18.055999999999997,0.0,5.129,6.623,10.631,90,90,90,-4.334
TlBeO3,Tl,Be,cubic,-0.987,0.6679999999999999,-,9.32,0.0,3.599,3.599,3.599,90,90,90,-2.344
TlBiO3,Tl,Bi,orthorhombic,-1.0979999999999999,0.10800000000000001,-,15.591,0.0,5.963,6.036,8.663,90,90,90,0.49200000000000005
TlCaO3,Tl,Ca,cubic,-0.845,0.9209999999999999,-,16.029,0.0,4.311,4.311,4.311,90,90,90,-4.993
TlCdO3,Tl,Cd,cubic,-0.285,0.688,-,14.239,0.0,4.145,4.145,4.145,90,90,90,-3.698
TlCeO3,Tl,Ce,cubic,-1.526,0.7020000000000001,-0.041,19.886,0.0,4.633,4.633,4.633,90,90,90,-3.2319999999999998
TlCoO3,Tl,Co,orthorhombic,-0.991,0.105,0.4,10.952,0.0,5.294,5.455,7.585,90,90,90,-0.542
TlCrO3,Tl,Cr,orthorhombic,-1.672,0.038,0.6,11.302,0.5429999999999999,5.342,5.501,7.693,90,90,90,0.33399999999999996
TlCsO3,Tl,Cs,orthorhombic,-0.462,0.57,-,18.293,0.648,5.458,6.322,10.603,90,90,90,-1.57
TlCuO3,Tl,Cu,orthorhombic,-0.711,0.08,-,10.95,0.0,5.287,5.471,7.571,90,90,90,-1.479
TlDyO3,Tl,Dy,cubic,-1.791,0.602,-0.402,17.195,0.0,4.414,4.414,4.414,90,90,90,-2.888
TlErO3,Tl,Er,cubic,-1.8159999999999998,0.601,-0.389,16.135,0.0,4.321,4.321,4.321,90,90,90,-2.99
TlEuO3,Tl,Eu,orthorhombic,-1.6669999999999998,0.17600000000000002,0.2,15.218,0.341,6.101,6.138,8.127,90,90,90,-3.699
TlFeO3,Tl,Fe,orthorhombic,-1.249,0.045,0.999,11.440999999999999,0.0,5.347,5.515,7.76,90,90,90,-0.727
TlGaO3,Tl,Ga,orthorhombic,-1.454,0.065,-,11.272,0.5579999999999999,5.316,5.457,7.772,90,90,90,-1.757
TlGdO3,Tl,Gd,orthorhombic,-2.261,0.10400000000000001,0.001,14.658,0.8959999999999999,5.826,5.908,8.517,90,90,90,-3.09
TlGeO3,Tl,Ge,tetragonal,-1.304,0.175,-,12.684000000000001,0.0,3.584,3.584,4.937,90,90,90,1.4180000000000001
TlHfO3,Tl,Hf,orthorhombic,-2.504,0.145,0,13.505,0.0,5.706,5.82,8.133,90,90,90,0.9740000000000001
TlHgO3,Tl,Hg,cubic,-0.043,0.608,-,14.798,0.0,4.198,4.198,4.198,90,90,90,-2.9560000000000004
TlHoO3,Tl,Ho,orthorhombic,-2.311,0.095,0,14.136,0.8759999999999999,5.75,5.848,8.408,90,90,90,-3.0180000000000002
TlInO3,Tl,In,orthorhombic,-1.3319999999999999,0.057999999999999996,-,13.198,0.0,5.604,5.722,8.232,90,90,90,-3.323
TlIrO3,Tl,Ir,orthorhombic,-0.8220000000000001,0.161,0,12.100999999999999,0.0,5.515,5.581,7.863,90,90,90,1.3619999999999999
TlKO3,Tl,K,cubic,0.519,1.599,-,17.374000000000002,0.0,4.429,4.429,4.429,90,90,90,-10.517999999999999
TlLaO3,Tl,La,orthorhombic,-2.2159999999999997,0.109,0,16.127,1.05,6.005,6.08,8.835,90,90,90,-2.779
TlLiO3,Tl,Li,cubic,-0.34,0.81,-,10.226,0.0,3.712,3.712,3.712,90,90,90,-3.9810000000000003
TlLuO3,Tl,Lu,orthorhombic,-2.366,0.083,0,13.522,0.9309999999999999,5.649,5.772,8.295,90,90,90,-2.715
TlMgO3,Tl,Mg,cubic,-1.033,0.623,-,11.843,0.0,3.898,3.898,3.898,90,90,90,-3.24
TlMnO3,Tl,Mn,orthorhombic,-1.426,0.051,0.797,11.424000000000001,0.0,5.341,5.538,7.725,90,90,90,-0.182
TlMoO3,Tl,Mo,cubic,-1.74,0.145,0,12.788,0.0,3.999,3.999,3.999,90,90,90,4.1610000000000005
TlNaO3,Tl,Na,cubic,0.16,1.261,-,13.277000000000001,0.0,4.049,4.049,4.049,90,90,90,-7.643
TlNbO3,Tl,Nb,tetragonal,-2.2230000000000003,0.065,0,13.712,0.44799999999999995,4.032,4.032,4.218,90,90,90,4.564
TlNdO3,Tl,Nd,orthorhombic,-2.164,0.115,0,15.638,1.014,5.955,6.036,8.702,90,90,90,-3.035
TlNiO3,Tl,Ni,orthorhombic,-0.862,0.10300000000000001,0.199,10.857000000000001,0.0,5.273,5.437,7.573,90,90,90,-1.463
TlNpO3,Tl,Np,rhombohedral,-2.4659999999999997,0.105,0.4,16.26,1.113,6.14,6.14,6.14,59.7,59.7,59.7,1.24
TlOsO3,Tl,Os,cubic,-0.9790000000000001,0.133,0,12.443,0.0,3.962,3.962,3.962,90,90,90,2.445
TlPaO3,Tl,Pa,cubic,-2.563,-0.358,0,17.211,3.3989999999999996,4.415,4.415,4.415,90,90,90,5.8
TlPbO3,Tl,Pb,orthorhombic,-0.972,0.114,-,15.039000000000001,0.0,5.882,5.964,8.574,90,90,90,-1.4969999999999999
TlPdO3,Tl,Pd,orthorhombic,-0.7340000000000001,0.006999999999999999,-,12.197000000000001,0.0,5.445,5.615,7.979,90,90,90,-0.958
TlPmO3,Tl,Pm,cubic,-1.624,0.6829999999999999,-0.073,18.419,0.0,4.516,4.516,4.516,90,90,90,-3.37
TlPrO3,Tl,Pr,orthorhombic,-2.14,0.11699999999999999,0,15.939,0.971,5.998,6.07,8.756,90,90,90,-2.864
TlPtO3,Tl,Pt,orthorhombic,-0.7020000000000001,0.226,-0.001,12.457,0.0,5.531,5.694,7.912,90,90,90,-0.184
TlPuO3,Tl,Pu,orthorhombic,-2.246,0.055999999999999994,0.798,15.450999999999999,0.0,5.886,6.121,8.577,90,90,90,0.8759999999999999
TlRbO3,Tl,Rb,orthorhombic,-0.7340000000000001,0.32,-,18.727999999999998,0.0,6.419,6.52,8.95,90,90,90,-9.943999999999999
TlReO3,Tl,Re,cubic,-1.3969999999999998,0.203,0,12.542,0.0,3.973,3.973,3.973,90,90,90,3.9530000000000003
TlRhO3,Tl,Rh,orthorhombic,-0.914,0.054000000000000006,0,11.85,0.0,5.44,5.58,7.807,90,90,90,0.486
TlRuO3,Tl,Ru,orthorhombic,-0.96,0.147,0.235,12.073,0.0,5.542,5.576,7.814,90,90,90,1.828
TlSbO3,Tl,Sb,cubic,-1.2770000000000001,0.268,-,13.556,0.0,4.077,4.077,4.077,90,90,90,1.98
TlScO3,Tl,Sc,orthorhombic,-2.296,0.077,0,12.484000000000002,1.265,5.49,5.647,8.053,90,90,90,-2.416
TlSiO3,Tl,Si,tetragonal,-1.8330000000000002,0.35600000000000004,-,11.169,0.0,3.437,3.437,4.726,90,90,90,2.079
TlSmO3,Tl,Sm,rhombohedral,-2.213,0.106,0,16.055999999999997,1.625,6.248,6.248,6.248,57,57,57,-3.0069999999999997
TlSnO3,Tl,Sn,orthorhombic,-1.365,0.16,-,13.377,0.0,5.693,5.781,8.13,90,90,90,0.873
TlSrO3,Tl,Sr,orthorhombic,-1.483,0.26,-,16.873,0.0,5.884,6.217,9.224,90,90,90,-5.3839999999999995
TlTaO3,Tl,Ta,tetragonal,-2.4219999999999997,0.034,0,13.343,0.836,4.037,4.037,4.093,90,90,90,5.4270000000000005
TlTbO3,Tl,Tb,orthorhombic,-2.148,0.10099999999999999,0.001,14.477,0.958,5.801,5.883,8.484,90,90,90,-2.923
TlTcO3,Tl,Tc,cubic,-1.345,0.11800000000000001,-0.001,12.459000000000001,0.0,3.964,3.964,3.964,90,90,90,3.125
TlTeO3,Tl,Te,tetragonal,-1.035,0.139,-,14.575,0.0,4.089,4.089,4.358,90,90,90,1.166
TlThO3,Tl,Th,orthorhombic,-2.611,0.27699999999999997,0,16.805999999999997,0.0,6.024,6.302,8.854,90,90,90,0.057999999999999996
TlTiO3,Tl,Ti,orthorhombic,-2.156,0.165,0,12.0,0.0,5.513,5.57,7.815,90,90,90,1.1520000000000001
Tl2O3,Tl,Tl,orthorhombic,-0.857,0.08,-,14.299000000000001,0.0,5.718,5.814,8.602,90,90,90,-3.72
TlTmO3,Tl,Tm,orthorhombic,-2.346,0.08800000000000001,0,13.809000000000001,0.907,5.701,5.804,8.347,90,90,90,-2.758
TlUO3,Tl,U,cubic,-2.745,-0.10800000000000001,0.2,16.675,2.695,4.369,4.369,4.369,90,90,90,4.183
TlVO3,Tl,V,orthorhombic,-1.754,0.21600000000000003,0.399,11.634,0.0,5.406,5.513,7.807,90,90,90,1.8219999999999998
TlWO3,Tl,W,cubic,-1.845,0.111,0,12.807,0.0,4.001,4.001,4.001,90,90,90,4.966
TlYO3,Tl,Y,orthorhombic,-2.278,0.095,0,14.368,1.095,5.787,5.866,8.465,90,90,90,-3.435
TlYbO3,Tl,Yb,cubic,-1.043,0.8290000000000001,-,14.664000000000001,0.0,4.185,4.185,4.185,90,90,90,-4.42
TlZnO3,Tl,Zn,cubic,-0.58,0.5479999999999999,-,11.667,0.0,3.878,3.878,3.878,90,90,90,-2.8139999999999996
